name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,random_angle_rad,stellar_magnitude_scaled
Kepler-84 e,3340.0,14.92,Neptune-like,2014,7.27,Earth,0.232,Jupiter,0.181,0.07501711,0.0,Transit,1.7017111822562703,0.6788147606200557
Kepler-84 f,3340.0,14.92,Neptune-like,2014,5.48,Earth,2.2,Earth,0.25,0.12210814,0.0,Transit,1.0905532188979656,0.6788147606200557
Kepler-850 b,5419.0,15.611,Super Earth,2016,3.82,Earth,1.78,Earth,0.0744,0.019712524,0.0,Transit,2.533837666636668,0.6630161415702592
Kepler-851 b,2738.0,15.172,Super Earth,2016,3.46,Earth,1.68,Earth,0.0802,0.023271732,0.0,Transit,4.44874390045415,0.6730531803008825
Kepler-852 b,5281.0,14.006,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.2654,0.122929506,0.0,Transit,4.11517859375486,0.6997119209840413
Kepler-853 b,1855.0,12.339,Super Earth,2016,3.5,Earth,1.69,Earth,0.0779,0.019712524,0.0,Transit,2.7766568730416163,0.7378252320636518
Kepler-855 b,4914.0,15.157,Gas Giant,2016,0.166,Jupiter,0.745,Jupiter,0.0762,0.02162902,0.0,Transit,1.6730140133377003,0.6733961315103572
Kepler-856 b,4408.0,15.594,Gas Giant,2016,0.199,Jupiter,0.83,Jupiter,0.0787,0.021902807,0.0,Transit,1.3100638775127738,0.6634048196076637
Kepler-857 b,3208.0,15.167,Neptune-like,2016,37.2,Earth,0.607,Jupiter,0.3751,0.23381247,0.0,Transit,6.171523788105743,0.6731674973707074
Kepler-858 b,974.0,12.568,Neptune-like,2016,21.1,Earth,0.434,Jupiter,0.3403,0.20835043,0.0,Transit,0.2524175373913448,0.7325895102656729
Kepler-859 b,2740.0,15.977,Neptune-like,2016,9.75,Earth,0.276,Jupiter,0.1345,0.055852156,0.0,Transit,4.938613651817737,0.654648132059079
Kepler-85 b,2496.0,14.89,Super Earth,2012,4.54,Earth,1.97,Earth,0.0766,0.022724163,0.0,Transit,4.463512555401403,0.6795006630390049
Kepler-85 c,2496.0,14.89,Super Earth,2012,20.9,Earth,2.18,Earth,0.1007,0.034223136,0.0,Transit,0.5778726474278169,0.6795006630390049
Kepler-85 d,2496.0,14.89,Super Earth,2014,1.87,Earth,1.2,Earth,0.13,0.049007528,0.0,Transit,3.1326642701322447,0.6795006630390049
Kepler-85 e,2496.0,14.89,Super Earth,2014,0.6,Earth,1.27,Earth,0.163,0.068993844,0.0,Transit,2.6323523997222686,0.6795006630390049
Kepler-860 b,3446.0,15.544,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.058,0.013963039,0.0,Transit,4.123997369076262,0.6645479903059125
Kepler-861 b,2774.0,15.993,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0463,0.010677618,0.0,Transit,4.022710265592097,0.6542823174356395
Kepler-862 b,3389.0,15.601,Neptune-like,2016,5.52,Earth,2.21,Earth,0.039,0.008487337,0.0,Transit,3.205891561380235,0.663244775709909
Kepler-863 b,4892.0,15.567,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.122,0.042710472,0.0,Transit,3.6236097804456895,0.6640221317847181
Kepler-864 b,6599.0,15.898,Neptune-like,2016,6.35,Earth,0.214,Jupiter,0.0687,0.015879534,0.0,Transit,1.4094079907527843,0.656454341762312
Kepler-865 b,1912.0,14.635,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.1057,0.03887748,0.0,Transit,2.0137408801169316,0.6853308336000732
Kepler-866 b,2109.0,16.124,Super Earth,2016,3.29,Earth,1.63,Earth,0.0331,0.007118412,0.0,Transit,6.165168907232054,0.651287210206228
Kepler-867 b,3900.0,15.098,Neptune-like,2016,19.4,Earth,0.414,Jupiter,0.5375,0.41122517,0.0,Transit,1.6210477987480854,0.6747450729342905
Kepler-868 b,5197.0,15.872,Super Earth,2016,4.86,Earth,2.05,Earth,0.0575,0.0136892535,0.0,Transit,3.4199573570119393,0.6570487905254012
Kepler-869 b,3065.0,15.122,Neptune-like,2016,12.7,Earth,0.322,Jupiter,0.2244,0.110609174,0.0,Transit,1.8651472893206136,0.6741963509991312
Kepler-870 b,4108.0,15.326,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.1539,0.058590006,0.0,Transit,5.087291613587161,0.6695322145502767
Kepler-871 b,6446.0,15.882,Neptune-like,2016,13.5,Earth,0.334,Jupiter,0.1572,0.060232718,0.0,Transit,2.8579093039278436,0.6568201563857515
Kepler-872 b,2870.0,15.242,Super Earth,2016,4.62,Earth,1.99,Earth,0.0362,0.007118412,0.0,Transit,5.198249606672304,0.6714527413233343
Kepler-873 b,3856.0,15.052,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.1542,0.05639973,0.0,Transit,5.471985857727512,0.6757967899766794
Kepler-874 b,3530.0,14.822,Neptune-like,2016,14.7,Earth,0.352,Jupiter,0.2234,0.109787814,0.0,Transit,2.7607793204483633,0.6810553751886231
Kepler-875 b,4053.0,15.357,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.1771,0.075290896,0.0,Transit,3.431541660817915,0.6688234487173624
Kepler-876 b,2678.0,15.647,Super Earth,2016,2.63,Earth,1.43,Earth,0.0549,0.013963039,0.0,Transit,2.987362188611095,0.6621930586675203
Kepler-877 b,1964.0,14.74,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1301,0.05065024,0.0,Transit,1.0843298441672824,0.6829301751337509
Kepler-878 b,2582.0,14.967,Super Earth,2016,4.38,Earth,1.93,Earth,0.165,0.070910335,0.0,Transit,1.691348220769437,0.6777401801637021
Kepler-879 b,2618.0,14.429,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2012,0.091444224,0.0,Transit,1.4692531630451982,0.6900406968768577
Kepler-87 b,4022.0,14.681,Gas Giant,2013,1.02,Jupiter,1.204,Jupiter,0.481,0.31403148,0.04,Transit,5.706825529040265,0.6842791165576845
Kepler-87 c,4022.0,14.681,Neptune-like,2013,6.4,Earth,0.548,Jupiter,0.676,0.5234771,0.04,Transit,3.070027403127965,0.6842791165576845
Kepler-880 b,1962.0,11.845,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0915,0.021081451,0.0,Transit,2.045937702701453,0.7491197585623486
Kepler-881 b,4486.0,15.281,Super Earth,2016,3.82,Earth,1.78,Earth,0.0552,0.012046544,0.0,Transit,0.20653353202688737,0.6705610681787004
Kepler-882 b,1646.0,14.188,Super Earth,2016,2.04,Earth,1.23,Earth,0.0449,0.0109514035,0.0,Transit,4.881568566913057,0.6955507796424162
Kepler-883 b,2047.0,13.169,Super Earth,2016,3.82,Earth,1.78,Earth,0.1055,0.03559206,0.0,Transit,5.536824301728495,0.718848598472724
Kepler-884 b,1555.0,13.164,Super Earth,2016,2.04,Earth,1.23,Earth,0.0622,0.015605749,0.0,Transit,0.8920361599463736,0.7189629155425488
Kepler-885 b,2125.0,12.948,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1432,0.0495551,0.0,Transit,5.286328046454129,0.723901412958983
Kepler-886 b,2320.0,14.054,Super Earth,2016,2.92,Earth,1.52,Earth,0.067,0.016974675,0.0,Transit,2.0830456708054723,0.6986144771137226
Kepler-887 b,2892.0,13.52,Super Earth,2016,4.04,Earth,1.84,Earth,0.1536,0.055852156,0.0,Transit,5.413346017184447,0.7108235401710183
Kepler-887 c,2892.0,13.52,Super Earth,2016,1.51,Earth,1.13,Earth,0.0797,0.020807665,0.0,Transit,2.996010114751282,0.7108235401710183
Kepler-888 b,1373.0,13.061,Super Earth,2016,3.75,Earth,1.76,Earth,0.328,0.19356604,0.0,Transit,5.226427238318036,0.721317847180941
Kepler-889 b,1952.0,12.998,Super Earth,2016,1.32,Earth,1.09,Earth,0.0492,0.010130048,0.0,Transit,1.279996933218371,0.7227582422607344
Kepler-88 d,1229.0,13.209,Gas Giant,2020,3.05046,Jupiter,1.17,Jupiter,,3.8,0.41,Radial Velocity,6.136523145656972,0.717934061914125
Kepler-890 b,5585.0,15.235,Gas Giant,2016,0.184,Jupiter,0.793,Jupiter,0.2944,0.14455852,0.0,Transit,5.430633843832093,0.6716127852210892
Kepler-891 b,7635.0,15.386,Neptune-like,2016,33.6,Earth,0.572,Jupiter,0.2881,0.14620124,0.0,Transit,5.334506250268798,0.6681604097123782
Kepler-892 b,1862.0,15.967,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1015,0.03778234,0.0,Transit,6.088441238955066,0.6548767661987288
Kepler-893 b,4194.0,15.347,Neptune-like,2016,9.43,Earth,0.27,Jupiter,0.0699,0.017248461,0.0,Transit,2.3474304700077706,0.6690520828570121
Kepler-894 b,3793.0,15.686,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.0916,0.026830938,0.0,Transit,5.877012070104542,0.6613013855228863
Kepler-895 b,1762.0,16.21,Super Earth,2016,2.99,Earth,1.54,Earth,0.0328,0.007665982,0.0,Transit,1.8360044191171323,0.6493209566052403
Kepler-896 b,7617.0,15.457,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.5164,0.39561945,0.0,Transit,2.1407432938439905,0.6665371073208651
Kepler-897 b,4956.0,15.177,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.077,0.021902807,0.0,Transit,5.382783963317992,0.6729388632310577
Kepler-898 b,1582.0,16.695,Super Earth,2016,2.83,Earth,1.49,Earth,0.0545,0.01615332,0.0,Transit,2.5889228147586203,0.6382322008322282
Kepler-899 b,4066.0,15.713,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.1392,0.052566737,0.0,Transit,2.8074545897777967,0.660684073345832
Kepler-8 b,3333.0,13.598,Gas Giant,2010,0.59,Jupiter,1.416,Jupiter,0.0474,0.009582478,0.0,Transit,3.5424433680600624,0.7090401938817504
Kepler-900 b,1590.0,15.19,Super Earth,2016,4.98,Earth,2.08,Earth,0.0679,0.019164955,0.0,Transit,5.957443115825418,0.672641638849513
Kepler-901 b,828.0,15.85,Super Earth,2016,2.45,Earth,1.37,Earth,0.0378,0.009582478,0.0,Transit,5.206334015003502,0.6575517856326306
Kepler-902 b,3801.0,14.992,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.223,0.109787814,0.0,Transit,6.195582144033562,0.6771685948145777
Kepler-903 b,4466.0,14.856,Super Earth,2016,4.7,Earth,2.01,Earth,0.0907,0.028473647,0.0,Transit,0.25454075542084,0.680278019113814
Kepler-903 c,4466.0,14.856,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.302,0.17221081,0.0,Transit,4.993017534738083,0.680278019113814
Kepler-904 b,3191.0,14.56,Super Earth,2016,3.78,Earth,1.77,Earth,0.0417,0.008213553,0.0,Transit,3.1891659925767155,0.6870455896474461
Kepler-905 b,1726.0,14.058,Super Earth,2016,2.57,Earth,1.41,Earth,0.0572,0.013963039,0.0,Transit,3.0023852212241713,0.6985230234578628
Kepler-906 b,2472.0,14.019,Neptune-like,2016,5.1,Earth,2.11,Earth,0.2359,0.11416838,0.0,Transit,3.7273899936490973,0.6994146966024967
Kepler-907 b,1148.0,11.16,Super Earth,2016,1.87,Earth,1.2,Earth,0.1225,0.043531828,0.0,Transit,5.073369985701465,0.7647811971283552
Kepler-908 b,949.0,11.607,Super Earth,2016,1.98,Earth,1.22,Earth,0.0247,0.003559206,0.0,Transit,4.159545370946385,0.7545612510860121
Kepler-909 b,1010.0,11.626,Super Earth,2016,2.76,Earth,1.47,Earth,0.1175,0.038056124,0.0,Transit,0.5221592044098969,0.7541268462206777
Kepler-90b,2767.0,13.883,Super Earth,2013,2.27,Earth,1.31,Earth,0.074,0.019164955,0.0,Transit,2.7497362654033695,0.7025241209017331
Kepler-90c,2767.0,13.883,Super Earth,2013,1.81,Earth,1.19,Earth,0.089,0.023819301,0.0,Transit,0.9349152150163279,0.7025241209017331
Kepler-90d,2767.0,13.883,Neptune-like,2013,8.6,Earth,0.256,Jupiter,0.32,0.16344969,0.0,Transit,5.649036794592545,0.7025241209017331
Kepler-90e,2767.0,13.883,Neptune-like,2013,7.56,Earth,0.237,Jupiter,0.42,0.2516085,0.0,Transit,0.5548460150636144,0.7025241209017331
Kepler-90f,2767.0,13.883,Neptune-like,2013,8.65,Earth,0.257,Jupiter,0.48,0.34195757,0.0,Transit,5.6752858773413815,0.7025241209017331
Kepler-90g,2767.0,13.883,Gas Giant,2013,0.8,Jupiter,0.723,Jupiter,0.71,0.5765914,0.0,Transit,1.1498047502656332,0.7025241209017331
Kepler-90h,2767.0,13.883,Gas Giant,2013,1.2,Jupiter,1.008,Jupiter,1.01,0.90787137,0.0,Transit,1.0454271713598933,0.7025241209017331
Kepler-90 i,2767.0,13.883,Super Earth,2017,2.3,Earth,1.32,Earth,,0.03942505,0.0,Transit,2.5214589601765964,0.7025241209017331
Kepler-910 b,1306.0,11.44,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0382,0.006570842,0.0,Transit,0.9655195931478183,0.7583794412181627
Kepler-911 b,1814.0,11.767,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.1549,0.05557837,0.0,Transit,0.8333529934478269,0.7509031048516165
Kepler-912 b,6539.0,15.668,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.0339,0.0068446267,0.0,Transit,2.3866891701423354,0.6617129269742558
Kepler-913 b,3235.0,15.522,Super Earth,2016,4.9,Earth,2.06,Earth,0.1009,0.028199865,0.0,Transit,5.814010881275394,0.6650509854131419
Kepler-913 c,3235.0,15.522,Neptune-like,2021,14.2,Earth,0.344,Jupiter,0.0699,0.01615332,0.0,Transit,5.689904799333458,0.6650509854131419
Kepler-914 b,2459.0,13.667,Super Earth,2016,2.48,Earth,1.38,Earth,0.0544,0.012046544,0.0,Transit,3.110492637082879,0.7074626183181673
Kepler-915 b,2770.0,13.314,Super Earth,2016,2.86,Earth,1.5,Earth,0.0566,0.012594113,0.0,Transit,3.134932732660883,0.7155334034478028
Kepler-916 b,2710.0,15.363,Super Earth,2016,3.75,Earth,1.76,Earth,0.1885,0.08843258,0.0,Transit,4.739463321263637,0.6686862682335727
Kepler-917 b,11288.0,15.896,Super Earth,2016,4.31,Earth,1.91,Earth,0.0378,0.008213553,0.0,Transit,1.7409958085672277,0.6565000685902419
Kepler-918 b,3344.0,15.064,Super Earth,2016,3.68,Earth,1.74,Earth,0.0569,0.013415469,0.0,Transit,5.913658702232869,0.6755224290090996
Kepler-919 b,3653.0,14.806,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.0981,0.030116359,0.0,Transit,3.381183388225692,0.6814211898120628
Kepler-91 b,4223.0,12.712,Gas Giant,2013,0.81,Jupiter,1.367,Jupiter,0.0731,0.016974675,0.05,Transit,4.05879720320174,0.7292971786547168
Kepler-920 b,3267.0,15.492,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.065,0.01779603,0.0,Transit,1.0854755810573193,0.6657368878320911
Kepler-920 c,3267.0,15.492,Neptune-like,2016,13.8,Earth,0.339,Jupiter,0.4029,0.27597538,0.0,Transit,5.939380239114504,0.6657368878320911
Kepler-921 b,3048.0,14.852,Neptune-like,2016,8.6,Earth,0.256,Jupiter,0.2716,0.14045174,0.0,Transit,6.271925263540044,0.680369472769674
Kepler-922 b,1749.0,13.863,Super Earth,2016,2.6,Earth,1.42,Earth,0.0182,0.0024640656,0.0,Transit,3.1713306359598805,0.7029813891810325
Kepler-923 b,3263.0,14.124,Super Earth,2016,2.48,Earth,1.38,Earth,0.0715,0.01889117,0.0,Transit,4.28153874001082,0.6970140381361745
Kepler-924 b,3435.0,14.293,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.3359,0.16700889,0.0,Transit,4.72620964327706,0.693150121176094
Kepler-925 b,1993.0,16.025,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.1805,0.09281315,0.0,Transit,4.729977610248621,0.6535506881887604
Kepler-926 b,3005.0,14.431,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.2739,0.14264202,0.0,Transit,3.879983336008032,0.6899949700489277
Kepler-927 b,2713.0,14.817,Super Earth,2016,3.61,Earth,1.72,Earth,0.0866,0.024914443,0.0,Transit,4.62668511796765,0.681169692258448
Kepler-928 b,1660.0,15.586,Super Earth,2016,3.15,Earth,1.59,Earth,0.0444,0.010677618,0.0,Transit,0.7523931360793111,0.6635877269193836
Kepler-929 b,4277.0,14.738,Super Earth,2016,1.41,Earth,1.11,Earth,0.0192,0.0024640656,0.0,Transit,5.435125286256646,0.6829759019616809
Kepler-92 b,1559.0,11.671,Gas Giant,2013,0.202,Jupiter,0.313,Jupiter,0.1174,0.037508555,0.17,Transit,1.790825882489298,0.7530979925922539
Kepler-92 c,1559.0,11.671,Neptune-like,2013,6.1,Earth,0.232,Jupiter,0.1829,0.07310062,0.04,Transit,4.616209672480016,0.7530979925922539
Kepler-92 d,1559.0,11.671,Super Earth,2015,4.93,Earth,2.067,Earth,0.2754,0.13524984,0.07,Transit,1.994809077078449,0.7530979925922539
Kepler-930 b,2767.0,13.89,Neptune-like,2016,5.18,Earth,2.13,Earth,0.3475,0.19575633,0.0,Transit,5.705128535453374,0.7023640770039782
Kepler-931 b,1598.0,14.643,Super Earth,2016,2.33,Earth,1.33,Earth,0.0719,0.021902807,0.0,Transit,4.892938163626396,0.6851479262883533
Kepler-932 b,1519.0,14.308,Super Earth,2016,2.45,Earth,1.37,Earth,0.0279,0.005201916,0.0,Transit,2.8963488805114466,0.6928071699666194
Kepler-933 b,3318.0,15.614,Neptune-like,2016,6.62,Earth,0.219,Jupiter,0.1041,0.03887748,0.0,Transit,4.892470338395949,0.6629475513283644
Kepler-934 b,1986.0,15.238,Super Earth,2016,5.02,Earth,2.09,Earth,0.2658,0.15249829,0.0,Transit,0.1201778448158482,0.6715441949791943
Kepler-935 b,1539.0,15.01,Super Earth,2016,2.39,Earth,1.35,Earth,0.0527,0.013415469,0.0,Transit,4.376869589116315,0.6767570533632082
Kepler-936 b,2686.0,14.84,Super Earth,2016,2.7,Earth,1.45,Earth,0.0954,0.02902122,0.0,Transit,0.8487711754079483,0.6806438337372537
Kepler-937 b,5126.0,15.405,Neptune-like,2016,13.4,Earth,0.332,Jupiter,0.3214,0.18535249,0.0,Transit,2.604513508238426,0.6677260048470437
Kepler-937 c,5126.0,15.405,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.5545,0.41971254,0.0,Transit,3.7499422696009357,0.6677260048470437
Kepler-938 b,3856.0,15.148,Neptune-like,2016,5.56,Earth,2.22,Earth,0.2689,0.14401095,0.0,Transit,4.335825626855647,0.6736019022360419
Kepler-939 b,6829.0,15.653,Super Earth,2016,3.71,Earth,1.75,Earth,0.1153,0.040793974,0.0,Transit,0.6513326182761427,0.6620558781837305
Kepler-93 b,313.0,9.996,Super Earth,2014,4.54426,Earth,1.569,Earth,0.053,0.012867898,0.0,Transit,4.989489531653033,0.791394210983584
Kepler-93 c,313.0,9.996,Gas Giant,2014,3.0,Jupiter,,,,4.0,0.0,Radial Velocity,3.9152153776079843,0.791394210983584
Kepler-940 b,4113.0,15.727,Neptune-like,2016,11.1,Earth,0.298,Jupiter,0.3059,0.1631759,0.0,Transit,5.167627802360988,0.6603639855503224
Kepler-941 b,3550.0,15.803,Neptune-like,2016,9.69,Earth,0.275,Jupiter,0.1311,0.047638603,0.0,Transit,0.6663524558819112,0.6586263660889844
Kepler-942 b,706.0,13.25,Neptune-like,2016,5.18,Earth,2.13,Earth,0.2298,0.123203285,0.0,Transit,4.307812820677923,0.7169966619415611
Kepler-943 b,7504.0,15.76,Neptune-like,2016,29.5,Earth,0.529,Jupiter,0.2559,0.13634497,0.0,Transit,1.1517209890858882,0.6596094928894783
Kepler-944 b,4402.0,15.636,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.2288,0.11854894,0.0,Transit,5.419725791177461,0.662444556221135
Kepler-945 b,5386.0,15.599,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.2037,0.08487337,0.0,Transit,5.339605111371169,0.6632905025378389
Kepler-946 b,3710.0,15.011,Super Earth,2016,4.38,Earth,1.93,Earth,0.1002,0.03230664,0.0,Transit,2.802353346137865,0.6767341899492433
Kepler-947 b,5646.0,16.064,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.1773,0.07392197,0.0,Transit,6.096858218317778,0.6526590150441264
Kepler-948 b,2831.0,14.811,Super Earth,2016,4.08,Earth,1.85,Earth,0.0749,0.021355236,0.0,Transit,1.6999300852156076,0.6813068727422379
Kepler-949 b,1586.0,14.718,Neptune-like,2016,8.8,Earth,0.26,Jupiter,0.0774,0.023819301,0.0,Transit,5.080594232208738,0.6834331702409804
Kepler-94 b,626.0,13.071,Neptune-like,2014,10.84,Earth,0.313,Jupiter,0.03106,0.0068446267,0.0,Transit,5.843271980201014,0.7210892130412914
Kepler-94 c,626.0,13.071,Gas Giant,2014,9.836,Jupiter,1.11,Jupiter,,2.2,0.0,Radial Velocity,0.6257341577775167,0.7210892130412914
Kepler-950 b,7051.0,16.0,Gas Giant,2016,0.188,Jupiter,0.801,Jupiter,0.3982,0.27022585,0.0,Transit,5.735397237288909,0.6541222735378847
Kepler-951 b,1248.0,14.841,Neptune-like,2016,26.7,Earth,0.499,Jupiter,0.3091,0.19575633,0.0,Transit,0.6642425927391812,0.6806209703232886
Kepler-952 b,4254.0,15.323,Gas Giant,2016,0.143,Jupiter,0.682,Jupiter,0.5183,0.35701573,0.0,Transit,0.05214226093812221,0.6696008047921715
Kepler-953 b,845.0,11.871,Neptune-like,2016,16.5,Earth,0.376,Jupiter,0.392,0.24202602,0.0,Transit,0.88911548829536,0.7485253097992591
Kepler-953 c,845.0,11.871,Super Earth,2016,1.81,Earth,1.19,Earth,0.0862,0.024914443,0.0,Transit,2.0186204700761556,0.7485253097992591
Kepler-954 b,704.0,13.095,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.118,0.04599589,0.0,Transit,5.045177008283194,0.7205404911061319
Kepler-955 b,1795.0,14.734,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.1083,0.039698835,0.0,Transit,3.409294667138438,0.6830673556175407
Kepler-956 b,1778.0,13.387,Neptune-like,2016,9.27,Earth,0.268,Jupiter,0.0596,0.014236824,0.0,Transit,2.8364103766248485,0.7138643742283598
Kepler-957 b,2690.0,15.833,Neptune-like,2016,25.9,Earth,0.491,Jupiter,0.0559,0.01615332,0.0,Transit,5.049716474103109,0.6579404636700352
Kepler-958 b,1467.0,13.91,Super Earth,2016,4.9,Earth,2.06,Earth,0.0852,0.026830938,0.0,Transit,0.7889455737342757,0.7019068087246788
Kepler-959 b,2635.0,12.606,Neptune-like,2016,17.6,Earth,0.391,Jupiter,0.1633,0.04052019,0.0,Transit,2.2124629455999427,0.7317207005350038
Kepler-95 b,1454.0,12.382,Neptune-like,2014,13.0,Earth,0.305,Jupiter,0.1017,0.031485286,0.0,Transit,2.6300291439817776,0.736842105263158
Kepler-960 b,929.0,14.127,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.0414,0.008487337,0.0,Transit,0.9869093458917441,0.6969454478942795
Kepler-961 b,1873.0,14.204,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.1245,0.046269678,0.0,Transit,2.0458328607218497,0.6951849650189766
Kepler-962 b,1342.0,13.68,Super Earth,2016,4.54,Earth,1.97,Earth,0.0984,0.033127997,0.0,Transit,4.6082351315785015,0.7071653939366226
Kepler-963 b,2517.0,15.091,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0849,0.027378507,0.0,Transit,3.6211250055271655,0.6749051168320453
Kepler-964 b,1483.0,14.061,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1063,0.036960986,0.0,Transit,2.745229305427456,0.6984544332159678
Kepler-965 b,1901.0,13.488,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.512,0.36769336,0.0,Transit,5.474855875264638,0.7115551694178975
Kepler-966 b,3353.0,14.731,Neptune-like,2016,16.0,Earth,0.368,Jupiter,0.3907,0.2729637,0.0,Transit,5.925666591474137,0.6831359458594357
Kepler-967 b,1855.0,14.702,Neptune-like,2016,6.12,Earth,0.21,Jupiter,0.1027,0.03613963,0.0,Transit,3.8056978573514435,0.68379898486442
Kepler-967 c,1855.0,14.702,Neptune-like,2016,12.9,Earth,0.326,Jupiter,0.6253,0.54401094,0.0,Transit,3.5801326548207637,0.68379898486442
Kepler-968 b,947.0,14.626,Super Earth,2016,4.66,Earth,2.0,Earth,0.0389,0.010130048,0.0,Transit,3.8715997146804426,0.6855366043257579
Kepler-968 c,947.0,14.626,Super Earth,2016,3.5,Earth,1.69,Earth,0.052,0.015605749,0.0,Transit,4.69347485632685,0.6855366043257579
Kepler-969 b,1273.0,13.865,Super Earth,2016,4.94,Earth,2.07,Earth,0.2027,0.0936345,0.0,Transit,2.7932240233700067,0.7029356623531026
Kepler-969 c,1273.0,13.865,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0272,0.0046543465,0.0,Transit,0.8098933894413696,0.7029356623531026
Kepler-96 b,401.0,10.568,Neptune-like,2014,8.46,Earth,0.238,Jupiter,0.1235,0.044353183,0.0,Transit,0.43023965132574965,0.7783163381956194
Kepler-970 b,1081.0,15.21,Neptune-like,2016,7.31,Earth,0.233,Jupiter,0.139,0.045722112,0.34,Transit,3.956886555830332,0.6721843705702135
Kepler-971 b,1104.0,13.483,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0827,0.026283368,0.0,Transit,3.296954955405889,0.7116694864877223
Kepler-972 b,3908.0,15.084,Neptune-like,2016,19.5,Earth,0.415,Jupiter,0.0734,0.019164955,0.0,Transit,1.1233503645633611,0.6750651607298002
Kepler-973 b,1072.0,13.478,Super Earth,2016,4.5,Earth,1.96,Earth,0.2508,0.1357974,0.0,Transit,0.6168196002630375,0.7117838035575472
Kepler-974 b,438.0,15.295,Super Earth,2016,3.09,Earth,1.57,Earth,0.0419,0.011498973,0.0,Transit,4.3664034201704025,0.6702409803831908
Kepler-975 b,1390.0,14.633,Super Earth,2016,2.79,Earth,1.48,Earth,0.0303,0.0054757018,0.0,Transit,2.5583111369689986,0.6853765604280031
Kepler-976 b,3302.0,15.861,Neptune-like,2016,14.9,Earth,0.353,Jupiter,0.4217,0.29021218,0.0,Transit,4.35225168768675,0.657300288079016
Kepler-977 b,1855.0,14.754,Neptune-like,2016,7.37,Earth,0.234,Jupiter,0.162,0.073648185,0.0,Transit,4.016355689925872,0.6826100873382414
Kepler-978 b,2226.0,13.513,Neptune-like,2016,9.22,Earth,0.267,Jupiter,0.2726,0.1357974,0.0,Transit,2.7826104009971497,0.7109835840687732
Kepler-979 b,1881.0,14.882,Neptune-like,2016,7.85,Earth,0.243,Jupiter,0.0753,0.022176592,0.0,Transit,2.410055966460083,0.6796835703507248
Kepler-97 b,1308.0,12.994,Super Earth,2014,3.51,Earth,1.48,Earth,0.0356,0.007118412,0.0,Transit,2.120582553501133,0.7228496959165943
Kepler-97 c,1308.0,12.994,Gas Giant,2014,1.08,Jupiter,,,,2.2,0.0,Radial Velocity,3.408065422908472,0.7228496959165943
Kepler-980 b,3136.0,14.221,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.1005,0.03175907,0.0,Transit,0.6171751393475831,0.694796286981572
Kepler-981 b,2864.0,14.875,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.0535,0.0123203285,0.0,Transit,2.779774186547743,0.6798436142484796
Kepler-982 b,2614.0,13.099,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.1291,0.04325804,0.0,Transit,4.276884260814666,0.7204490374502721
